"player_id","player","first_name","last_name","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight_lbs","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag","height_inches","seasons_player","bmi","timeframe","career_pts","career_ast","career_reb","career_pie","nba_stats_url","career_all_star_appearances"
"200794","Paul Millsap","Paul","Millsap","Millsap, Paul","P. Millsap",1985-02-10,"Louisiana Tech","USA","Louisiana Tech/USA","6-8",253,"8","4","Forward","Active","1610612737","Hawks","ATL","hawks","Atlanta","paul_millsap",2006,2014,"N",80,8,27.79046875,"2014-15",18,3,8,"0.12","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200794",NA
"202688","Brandon Knight","Brandon","Knight","Knight, Brandon","B. Knight",1991-12-02,"Kentucky","USA","Kentucky/USA","6-3",189,"3","11","Guard","Active","1610612749","Bucks","MIL","bucks","Milwaukee","brandon_knight",2011,2014,"N",75,3,23.6208,"2014-15",17.9,6.8,5.6,"0.168","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202688",NA
"2207","Joe Johnson","Joe","Johnson","Johnson, Joe","J. Johnson",1981-06-29,"Arkansas","USA","Arkansas/USA","6-7",240,"13","7","Forward-Guard","Active","1610612751","Nets","BKN","nets","Brooklyn","joe_johnson",2001,2014,"N",79,13,27.0341291459702,"2014-15",17.8,4,5.5,"0.126","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2207",NA
"203095","Evan Fournier","Evan","Fournier","Fournier, Evan","E. Fournier",1992-10-29,"France","France","Poitiers Basket 86/France","6-7",205,"2","10","Guard","Active","1610612753","Magic","ORL","magic","Orlando","evan_fournier",2012,2014,"N",79,2,23.0916519788495,"2014-15",17.3,2.6,2.4,"0.09","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203095",NA
"101108","Chris Paul","Chris","Paul","Paul, Chris","C. Paul",1985-05-06,"Wake Forest","USA","Wake Forest/USA","6-0",175,"9","3","Guard","Active","1610612746","Clippers","LAC","clippers","Los Angeles","chris_paul",2005,2014,"N",72,9,23.731674382716,"2014-15",17.2,9.7,4.7,"0.168","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101108",NA
"201144","Mike Conley","Mike","Conley","Conley, Mike","M. Conley",1987-10-11,"Ohio State","USA","Ohio State/USA","6-1",175,"7","11","Guard","Active","1610612763","Grizzlies","MEM","grizzlies","Memphis","mike_conley",2007,2014,"N",73,7,23.0859448301745,"2014-15",17.1,5.9,2.5,"0.132","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201144",NA
"201567","Kevin Love","Kevin","Love","Love, Kevin","K. Love",1988-09-07,"UCLA","USA","UCLA/USA","6-10",243,"6","0","Forward","Active","1610612739","Cavaliers","CLE","cavaliers","Cleveland","kevin_love",2008,2014,"N",82,6,25.4058596073766,"2014-15",16.7,2.6,10.4,"0.117","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201567",NA
"201951","Ty Lawson","Ty","Lawson","Lawson, Ty","T. Lawson",1987-11-03,"North Carolina","USA","North Carolina/USA","5-11",195,"5","3","Guard","Active","1610612743","Nuggets","DEN","nuggets","Denver","ty_lawson",2009,2014,"N",71,5,27.1940091251736,"2014-15",16.7,9.1,2.3,"0.125","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201951",NA
"201943","Brandon Jennings","Brandon","Jennings","Jennings, Brandon","B. Jennings",1989-09-23,"Oak Hill Academy (VA)","USA","Oak Hill Academy (Mouth of Wilson, VA)/USA","6-1",169,"5","7","Guard","Active","1610612765","Pistons","DET","pistons","Detroit","brandon_jennings",2009,2014,"N",73,5,22.2944267217114,"2014-15",16.6,6.1,2.8,"0.147","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201943",NA
"2216","Zach Randolph","Zach","Randolph","Randolph, Zach","Z. Randolph",1981-07-16,"Michigan State","USA","Michigan State/USA","6-9",260,"13","50","Forward","Active","1610612763","Grizzlies","MEM","grizzlies","Memphis","zach_randolph",2001,2014,"N",81,13,27.858558146624,"2014-15",16.6,1.3,11.8,"0.149","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2216",NA
"201583","Ryan Anderson","Ryan","Anderson","Anderson, Ryan","R. Anderson",1988-05-06,"California","USA","California/USA","6-10",240,"6","33","Forward","Active","1610612740","Pelicans","NOP","pelicans","New Orleans","ryan_j_anderson",2008,2014,"N",82,6,25.0922070196312,"2014-15",16.4,0.8,5.4,"0.118","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201583",NA
"202324","Derrick Favors","Derrick","Favors","Favors, Derrick","D. Favors",1991-07-15,"Georgia Tech","USA","Georgia Tech/USA","6-10",262,"4","15","Forward","Active","1610612762","Jazz","UTA","jazz","Utah","derrick_favors",2010,2014,"N",82,4,27.3923259964307,"2014-15",16.3,1.8,8.2,"0.134","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202324",NA
"201572","Brook Lopez","Brook","Lopez","Lopez, Brook","B. Lopez",1988-04-01,"Stanford","USA","Stanford/USA","7-0",275,"6","11","Center","Active","1610612751","Nets","BKN","nets","Brooklyn","brook_lopez",2008,2014,"N",84,6,27.3986678004535,"2014-15",16.2,0.7,5,"0.098","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201572",NA
"202083","Wesley Matthews","Wesley","Matthews","Matthews, Wesley","W. Matthews",1986-10-14,"Marquette","USA","Marquette/USA","6-5",220,"5","2","Guard","Active","1610612757","Trail Blazers","POR","blazers","Portland","wesley_matthews",2009,2014,"N",77,5,26.0853432282004,"2014-15",16.2,2.6,4.3,"0.102","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202083",NA
"201936","Tyreke Evans","Tyreke","Evans","Evans, Tyreke","T. Evans",1989-09-19,"Memphis","USA","Memphis/USA","6-6",220,"5","1","Forward-Guard","Active","1610612740","Pelicans","NOP","pelicans","New Orleans","tyreke_evans",2009,2014,"N",78,5,25.4207758053912,"2014-15",16.1,7,6.5,"0.106","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201936",NA
"203096","Jared Sullinger","Jared","Sullinger","Sullinger, Jared","J. Sullinger",1992-03-04,"Ohio State","USA","Ohio State/USA","6-9",260,"2","7","Forward","Active","1610612738","Celtics","BOS","celtics","Boston","jared_sullinger",2012,2014,"N",81,2,27.858558146624,"2014-15",16,3.3,8.8,"0.136","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203096",NA
"202328","Greg Monroe","Greg","Monroe","Monroe, Greg","G. Monroe",1990-06-04,"Georgetown","USA","Georgetown/USA","6-11",250,"4","10","Forward-Center","Active","1610612765","Pistons","DET","pistons","Detroit","greg_monroe",2010,2014,"N",83,4,25.5116852953985,"2014-15",15.8,2.5,10.5,"0.149","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202328",NA
"201952","Jeff Teague","Jeff","Teague","Teague, Jeff","J. Teague",1988-06-10,"Wake Forest","USA","Wake Forest/USA","6-2",181,"5","0","Guard","Active","1610612737","Hawks","ATL","hawks","Atlanta","jeff_teague",2009,2014,"N",74,5,23.2364864864865,"2014-15",15.8,7,1.8,"0.107","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201952",NA
"201586","Serge Ibaka","Serge","Ibaka","Ibaka, Serge","S. Ibaka",1989-09-18,"Brazzaville, Rep. of Congo","Congo","Ricoh Manresa/Congo","6-10",245,"5","9","Forward","Active","1610612760","Thunder","OKC","thunder","Oklahoma City","serge_ibaka",2009,2014,"N",82,5,25.6149613325402,"2014-15",15.5,1.2,7.8,"0.117","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201586",NA
"201954","Darren Collison","Darren","Collison","Collison, Darren","D. Collison",1987-08-23,"UCLA","USA","UCLA/USA","6-0",175,"5","7","Guard","Active","1610612758","Kings","SAC","kings","Sacramento","darren_collison",2009,2014,"N",72,5,23.731674382716,"2014-15",15.5,6.5,3.4,"0.146","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201954",NA
"2225","Tony Parker","Tony","Parker","Parker, Tony","T. Parker",1982-05-17,"Paris, France","France","Paris BR/France","6-2",185,"13","9","Guard","Active","1610612759","Spurs","SAS","spurs","San Antonio","tony_parker",2001,2014,"N",74,13,23.75,"2014-15",15.4,5.1,1.9,"0.109","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2225",NA
"201609","Goran Dragic","Goran","Dragic","Dragic, Goran","G. Dragic",1986-05-06,"Ljubljana, Slovenia","Slovenia","Union Olimpija/Slovenia/Slovenia","6-3",190,"6","1","Guard","Active","1610612756","Suns","PHX","suns","Phoenix","goran_dragic",2008,2014,"N",75,6,23.7457777777778,"2014-15",15.3,3.3,3.3,"0.101","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201609",NA
"201950","Jrue Holiday","Jrue","Holiday","Holiday, Jrue","J. Holiday",1990-06-12,"UCLA","USA","UCLA/USA","6-4",205,"5","11","Guard","Active","1610612740","Pelicans","NOP","pelicans","New Orleans","jrue_holiday",2009,2014,"N",76,5,24.9506578947368,"2014-15",15.3,6.6,2.6,"0.111","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201950",NA
"201584","Courtney Lee","Courtney","Lee","Lee, Courtney","C. Lee",1985-10-03,"Western Kentucky","USA","Western Kentucky/USA","6-5",200,"6","5","Guard","Active","1610612763","Grizzlies","MEM","grizzlies","Memphis","courtney_lee",2008,2014,"N",77,6,23.7139483892731,"2014-15",14.9,2.3,3.3,"0.133","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201584",NA
"202693","Markieff Morris","Markieff","Morris","Morris, Markieff","M. Morris",1989-09-02,"Kansas","USA","Kansas/USA","6-10",245,"3","11","Forward","Active","1610612756","Suns","PHX","suns","Phoenix","markieff_morris",2011,2014,"N",82,3,25.6149613325402,"2014-15",14.8,2.1,6.2,"0.108","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202693",NA
"202738","Isaiah Thomas","Isaiah","Thomas","Thomas, Isaiah","I. Thomas",1989-02-07,"Washington","USA","Washington/USA","5-9",185,"3","3","Guard","Active","1610612756","Suns","PHX","suns","Phoenix","isaiah_thomas",2011,2014,"N",69,3,27.3167401806343,"2014-15",14.8,4.1,2.3,"0.137","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202738",NA
"202340","Avery Bradley","Avery","Bradley","Bradley, Avery","A. Bradley",1990-11-26,"Texas","USA","Texas/USA","6-2",180,"4","0","Guard","Active","1610612738","Celtics","BOS","celtics","Boston","avery_bradley",2010,2014,"Y",74,4,23.1081081081081,"2014-15",14.5,1.2,2.8,"0.059","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202340",NA
"202689","Kemba Walker","Kemba","Walker","Walker, Kemba","K. Walker",1990-05-08,"Connecticut","USA","Connecticut/USA","6-1",184,"3","15","Guard","Active","1610612766","Hornets","CHA","hornets","Charlotte","kemba_walker",2011,2014,"N",73,3,24.2732219928692,"2014-15",14.5,4.8,4,"0.102","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202689",NA
"1495","Tim Duncan","Tim","Duncan","Duncan, Tim","T. Duncan",1976-04-25,"Wake Forest","U.S. Virgin Islands","Wake Forest/U.S. Virgin Islands","6-11",250,"17","21","Forward","Active","1610612759","Spurs","SAS","spurs","San Antonio","tim_duncan",1997,2014,"N",83,17,25.5116852953985,"2014-15",14.5,2.4,10.7,"0.155","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=1495",NA
"2772","Trevor Ariza","Trevor","Ariza","Ariza, Trevor","T. Ariza",1985-06-30,"UCLA","USA","UCLA/USA","6-8",220,"10","1","Forward","Active","1610612745","Rockets","HOU","rockets","Houston","trevor_ariza",2004,2014,"N",80,10,24.165625,"2014-15",14.5,2.6,5.8,"0.123","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2772",NA
"2736","Luol Deng","Luol","Deng","Deng, Luol","L. Deng",1985-04-16,"Duke","Great Britain","Duke/Great Britain","6-9",220,"10","9","Forward","Active","1610612748","Heat","MIA","heat","Miami","luol_deng",2004,2014,"N",81,10,23.5726261240665,"2014-15",14.3,1.6,4.1,"0.1","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2736",NA
"201152","Thaddeus Young","Thaddeus","Young","Young, Thaddeus","T. Young",1988-06-21,"Georgia Tech","USA","Georgia Tech/USA","6-8",221,"7","33","Forward","Active","1610612750","Timberwolves","MIN","timberwolves","Minnesota","thaddeus_young",2007,2014,"N",80,7,24.27546875,"2014-15",14.3,1.6,5,"0.096","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201152",NA
"202692","Alec Burks","Alec","Burks","Burks, Alec","A. Burks",1991-07-20,"Colorado","USA","Colorado/USA","6-6",211,"3","10","Guard","Active","1610612762","Jazz","UTA","jazz","Utah","alec_burks",2011,2014,"N",78,3,24.3808349769888,"2014-15",14,3,4.8,"0.085","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202692",NA
"202718","Chandler Parsons","Chandler","Parsons","Parsons, Chandler","C. Parsons",1988-10-25,"Florida","USA","Florida/USA","6-9",227,"3","25","Forward","Active","1610612742","Mavericks","DAL","mavericks","Dallas","chandler_parsons",2011,2014,"N",81,3,24.322664228014,"2014-15",14,2.3,4.8,"0.095","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202718",NA
